Date,Open,High,Low,Close,Adj Close,Volume
2/20/2018,172.050003,174.259995,171.419998,171.850006,168.623093,33930500
2/21/2018,172.830002,174.119995,171.009995,171.070007,167.857742,37471600
2/22/2018,171.800003,173.949997,171.710007,172.5,169.260895,30991900
2/23/2018,173.669998,175.649994,173.539993,175.5,172.204559,33812400
2/26/2018,176.350006,179.389999,176.210007,178.970001,175.609406,38162200
2/27/2018,179.100006,180.479996,178.160004,178.389999,175.040298,38928100
2/28/2018,179.259995,180.619995,178.050003,178.119995,174.77536,37782100
3/1/2018,178.539993,179.779999,172.660004,175,171.713928,48802000
3/2/2018,172.800003,176.300003,172.449997,176.210007,172.90123,38454000
3/5/2018,175.210007,177.740005,174.520004,176.820007,173.499771,28401400
3/6/2018,177.910004,178.25,176.130005,176.669998,173.3526,23788500
3/7/2018,174.940002,175.850006,174.270004,175.029999,171.743393,31703500
3/8/2018,175.479996,177.119995,175.070007,176.940002,173.617508,23774100
3/9/2018,177.960007,180,177.389999,179.979996,176.600418,32185200
3/12/2018,180.289993,182.389999,180.210007,181.720001,178.307755,32207100
3/13/2018,182.589996,183.5,179.240005,179.970001,176.590637,31693500
3/14/2018,180.320007,180.520004,177.809998,178.440002,175.08934,29368400
3/15/2018,178.5,180.240005,178.070007,178.649994,175.295395,22743800
3/16/2018,178.649994,179.119995,177.619995,178.020004,174.677246,39404700
3/19/2018,177.320007,177.470001,173.660004,175.300003,172.008316,33446800
3/20/2018,175.240005,176.800003,174.940002,175.240005,171.949448,19649400
3/21/2018,175.039993,175.089996,171.259995,171.270004,168.053986,37054900
3/22/2018,170,172.679993,168.600006,168.850006,165.679413,41490800
3/23/2018,168.389999,169.919998,164.940002,164.940002,161.842865,41028800
3/26/2018,168.070007,173.100006,166.440002,172.770004,169.525833,37541200
3/27/2018,173.679993,175.149994,166.919998,168.339996,165.179001,40922600
3/28/2018,167.25,170.020004,165.190002,166.479996,163.353928,41668500
3/29/2018,167.809998,171.75,166.899994,167.779999,164.629501,38398500
4/2/2018,166.639999,168.940002,164.470001,166.679993,163.550171,37586800
4/3/2018,167.639999,168.75,164.880005,168.389999,165.228073,30278000
4/4/2018,164.880005,172.009995,164.770004,171.610001,168.387604,34605500
4/5/2018,172.580002,174.229996,172.080002,172.800003,169.555252,26933200
4/6/2018,170.970001,172.479996,168.199997,168.380005,165.218262,35005300
4/9/2018,169.880005,173.089996,169.850006,170.050003,166.856888,29017700
4/10/2018,173,174,171.529999,173.25,169.996826,28408600
4/11/2018,172.229996,173.919998,171.699997,172.440002,169.202011,22431600
4/12/2018,173.410004,175,173.039993,174.139999,170.870102,22889300
4/13/2018,174.779999,175.839996,173.850006,174.729996,171.44902,25124300
4/16/2018,175.029999,176.190002,174.830002,175.820007,172.51857,21578400
4/17/2018,176.490005,178.940002,176.410004,178.240005,174.893112,26605400
4/18/2018,177.809998,178.820007,176.880005,177.839996,174.50061,20754500
4/19/2018,173.759995,175.389999,172.660004,172.800003,169.555252,34808800
4/20/2018,170.600006,171.220001,165.429993,165.720001,162.608185,65491100
4/23/2018,166.830002,166.919998,164.089996,165.240005,162.137238,36515500
4/24/2018,165.669998,166.330002,161.220001,162.940002,159.880402,33692000
4/25/2018,162.619995,165.419998,162.410004,163.649994,160.577057,28382100
4/26/2018,164.119995,165.729996,163.369995,164.220001,161.136368,27963000
4/27/2018,164,164.330002,160.630005,162.320007,159.272049,35655800
4/30/2018,162.130005,167.259995,161.839996,165.259995,162.15683,42427400
5/1/2018,166.410004,169.199997,165.270004,169.100006,165.924728,53569400
5/2/2018,175.229996,177.75,173.800003,176.570007,173.254471,66539400
5/3/2018,175.880005,177.5,174.440002,176.889999,173.568466,34068200
5/4/2018,178.25,184.25,178.169998,183.830002,180.378143,56201300
5/7/2018,185.179993,187.669998,184.75,185.160004,181.683167,42451400
5/8/2018,184.990005,186.220001,183.669998,186.050003,182.556458,28402800
5/9/2018,186.550003,187.399994,185.220001,187.360001,183.841858,23211200
5/10/2018,187.740005,190.369995,187.649994,190.039993,186.471527,27989300
5/11/2018,189.490005,190.059998,187.449997,188.589996,185.762329,26212200
5/14/2018,189.009995,189.529999,187.860001,188.149994,185.328918,20778800
5/15/2018,186.779999,187.070007,185.100006,186.440002,183.644577,23695200
5/16/2018,186.070007,188.460007,186,188.179993,185.358475,19183100
5/17/2018,188,188.910004,186.360001,186.990005,184.18631,17294000
5/18/2018,187.190002,187.809998,186.130005,186.309998,183.51651,18297700
5/21/2018,188,189.270004,186.910004,187.630005,184.816711,18400800
5/22/2018,188.380005,188.880005,186.779999,187.160004,184.35376,15240700
5/23/2018,186.350006,188.5,185.759995,188.360001,185.535767,20058400
5/24/2018,188.770004,188.839996,186.210007,188.149994,185.328918,23234000
5/25/2018,188.229996,189.649994,187.649994,188.580002,185.752487,17461000
5/29/2018,187.600006,188.75,186.869995,187.899994,185.082672,22514100
5/30/2018,187.720001,188,186.779999,187.5,184.688675,18690500
5/31/2018,187.220001,188.229996,186.139999,186.869995,184.068115,27482800
6/1/2018,187.990005,190.259995,187.75,190.240005,187.387604,23442500
6/4/2018,191.639999,193.419998,191.350006,191.830002,188.953751,26266200
6/5/2018,193.070007,193.940002,192.360001,193.309998,190.41156,21566000
6/6/2018,193.630005,194.080002,191.919998,193.979996,191.071487,20933600
6/7/2018,194.139999,194.199997,192.339996,193.460007,190.559311,21347200
6/8/2018,191.169998,192,189.770004,191.699997,188.825699,26656800
6/11/2018,191.350006,191.970001,190.210007,191.229996,188.362747,18308500
6/12/2018,191.389999,192.610001,191.149994,192.279999,189.397003,16911100
6/13/2018,192.419998,192.880005,190.440002,190.699997,187.840683,21638400
6/14/2018,191.550003,191.570007,190.220001,190.800003,187.939194,21610100
6/15/2018,190.029999,190.160004,188.259995,188.839996,186.008575,61719200
6/18/2018,187.880005,189.220001,187.199997,188.740005,185.91008,18484900
6/19/2018,185.139999,186.330002,183.449997,185.690002,182.905807,33578500
6/20/2018,186.350006,187.199997,185.729996,186.5,183.703659,20628700
6/21/2018,187.25,188.350006,184.940002,185.460007,182.679245,25711900
6/22/2018,186.119995,186.149994,184.699997,184.919998,182.147354,27200400
6/25/2018,183.399994,184.919998,180.729996,182.169998,179.438583,31663100
6/26/2018,182.990005,186.529999,182.539993,184.429993,181.664673,24569200
6/27/2018,185.229996,187.279999,184.029999,184.160004,181.398743,25285300
6/28/2018,184.100006,186.210007,183.800003,185.5,182.718643,17365200
6/29/2018,186.289993,187.190002,182.910004,185.110001,182.334488,22737700
7/2/2018,183.820007,187.300003,183.419998,187.179993,184.373459,17731300
7/3/2018,187.789993,187.949997,183.539993,183.919998,181.162354,13954800
7/5/2018,185.259995,186.410004,184.279999,185.399994,182.620163,16604200
7/6/2018,185.419998,188.429993,185.199997,187.970001,185.151627,17485200
7/9/2018,189.5,190.679993,189.300003,190.580002,187.722488,19756600
7/10/2018,190.710007,191.279999,190.179993,190.350006,187.495941,15939100
7/11/2018,188.5,189.779999,187.610001,187.880005,185.062973,18831500
7/12/2018,189.529999,191.410004,189.309998,191.029999,188.165741,18041100
7/13/2018,191.080002,191.839996,190.899994,191.330002,188.461243,12513900
7/16/2018,191.520004,192.649994,190.419998,190.910004,188.047531,15043100
7/17/2018,189.75,191.869995,189.199997,191.449997,188.579453,15534500
7/18/2018,191.779999,191.800003,189.929993,190.399994,187.545181,16393400
7/19/2018,189.690002,192.550003,189.690002,191.880005,189.003006,20286800
7/20/2018,191.779999,192.429993,190.169998,191.440002,188.569595,20676200
7/23/2018,190.679993,191.960007,189.559998,191.610001,188.73703,15989400
7/24/2018,192.449997,193.660004,192.050003,193,190.106216,18697900
7/25/2018,193.059998,194.850006,192.429993,194.820007,191.898926,16709900
7/26/2018,194.610001,195.960007,193.610001,194.210007,191.29808,19076000
7/27/2018,194.990005,195.190002,190.100006,190.979996,188.116501,24024000
7/30/2018,191.899994,192.199997,189.070007,189.910004,187.062546,21029500
7/31/2018,190.300003,192.139999,189.339996,190.289993,187.436829,39373000
8/1/2018,199.130005,201.759995,197.309998,201.5,198.47876,67935700
8/2/2018,200.580002,208.380005,200.350006,207.389999,204.280457,62404000
8/3/2018,207.029999,208.740005,205.479996,207.990005,204.871445,33447400
8/6/2018,208,209.25,207.070007,209.070007,205.935257,25425400
8/7/2018,209.320007,209.5,206.759995,207.110001,204.004639,25587400
8/8/2018,206.050003,207.809998,204.520004,207.25,204.142532,22525500
8/9/2018,209.529999,209.779999,207.199997,208.880005,205.748108,23492600
8/10/2018,207.360001,209.100006,206.669998,207.529999,205.135254,24611200
8/13/2018,209.309998,210.949997,207.699997,208.869995,206.459793,25890900
8/14/2018,210.160004,210.559998,208.259995,209.75,207.329651,20748000
8/15/2018,209.220001,210.740005,208.330002,210.240005,207.813995,28807600
8/16/2018,211.75,213.809998,211.470001,213.320007,210.858459,28500400
8/17/2018,213.440002,217.949997,213.160004,217.580002,215.06929,35427000
8/20/2018,218.100006,219.179993,215.110001,215.460007,212.973755,30287700
8/21/2018,216.800003,217.190002,214.029999,215.039993,212.558609,26159800
8/22/2018,214.100006,216.360001,213.839996,215.050003,212.568481,19018100
8/23/2018,214.649994,217.050003,214.600006,215.490005,213.003418,18883200
8/24/2018,216.600006,216.899994,215.110001,216.160004,213.66568,18476400
8/27/2018,217.149994,218.740005,216.330002,217.940002,215.42514,20525100
8/28/2018,219.009995,220.539993,218.919998,219.699997,217.164825,22776800
8/29/2018,220.149994,223.490005,219.410004,222.979996,220.406982,27254800
8/30/2018,223.25,228.259995,222.399994,225.029999,222.433319,48793800
8/31/2018,226.509995,228.869995,226,227.630005,225.003342,43340100
9/4/2018,228.410004,229.179993,226.630005,228.360001,225.724899,27390100
9/5/2018,228.990005,229.669998,225.100006,226.869995,224.25209,33333000
9/6/2018,226.229996,227.350006,221.300003,223.100006,220.525604,34290000
9/7/2018,221.850006,225.369995,220.710007,221.300003,218.746384,37619800
9/10/2018,220.949997,221.850006,216.470001,218.330002,215.810654,39516500
9/11/2018,218.009995,224.300003,216.559998,223.850006,221.266953,35749000
9/12/2018,224.940002,225,219.839996,221.070007,218.519043,49278700
9/13/2018,223.520004,228.350006,222.570007,226.410004,223.797409,41706400
9/14/2018,225.75,226.839996,222.520004,223.839996,221.25705,31999300
9/17/2018,222.149994,222.949997,217.270004,217.880005,215.365845,37195100
9/18/2018,217.789993,221.850006,217.119995,218.240005,215.72168,31571700
9/19/2018,218.5,219.619995,215.300003,218.369995,215.850189,27123800
9/20/2018,220.240005,222.279999,219.149994,220.029999,217.491013,26608800
9/21/2018,220.779999,221.360001,217.289993,217.660004,215.148376,96246700
9/24/2018,216.820007,221.259995,216.630005,220.789993,218.242233,27693400
9/25/2018,219.75,222.820007,219.699997,222.190002,219.626099,24554400
9/26/2018,221,223.75,219.759995,220.419998,217.876511,23984700
9/27/2018,223.820007,226.440002,223.539993,224.949997,222.354248,30181200
9/28/2018,224.789993,225.839996,224.020004,225.740005,223.135147,22929400
10/1/2018,227.949997,229.419998,226.350006,227.259995,224.637604,23600800
10/2/2018,227.25,230,226.630005,229.279999,226.634293,24788200
10/3/2018,230.050003,233.470001,229.779999,232.070007,229.39209,28654800
10/4/2018,230.779999,232.350006,226.729996,227.990005,225.359177,32042000
10/5/2018,227.960007,228.410004,220.580002,224.289993,221.701859,33580500
10/8/2018,222.210007,224.800003,220.199997,223.770004,221.187866,29663900
10/9/2018,223.639999,227.270004,222.25,226.869995,224.25209,26891000
10/10/2018,225.460007,226.350006,216.050003,216.360001,213.863373,41990600
10/11/2018,214.520004,219.5,212.320007,214.449997,211.975418,53124400
10/12/2018,220.419998,222.880005,216.839996,222.110001,219.547028,40337900
10/15/2018,221.160004,221.830002,217.270004,217.360001,214.851822,30791000
10/16/2018,218.929993,222.990005,216.759995,222.149994,219.586548,29184000
10/17/2018,222.300003,222.639999,219.339996,221.190002,218.63765,22885400
10/18/2018,217.860001,219.740005,213,216.020004,213.527298,32581300
10/19/2018,218.059998,221.259995,217.429993,219.309998,216.779327,33078700
10/22/2018,219.789993,223.360001,218.940002,220.649994,218.103851,28792100
10/23/2018,215.830002,223.25,214.699997,222.729996,220.159851,38767800
10/24/2018,222.600006,224.229996,214.539993,215.089996,212.608017,40925500
10/25/2018,217.710007,221.380005,216.75,219.800003,217.263672,29855800
10/26/2018,215.899994,220.190002,212.669998,216.300003,213.804077,47258400
10/29/2018,219.190002,219.690002,206.089996,212.240005,209.790924,45935500
10/30/2018,211.149994,215.179993,209.270004,213.300003,210.838684,36660000
10/31/2018,216.880005,220.449997,216.619995,218.860001,216.334518,38358900
11/1/2018,219.050003,222.360001,216.809998,222.220001,219.655762,58323200
11/2/2018,209.550003,213.649994,205.429993,207.479996,205.085831,91328700
11/5/2018,204.300003,204.389999,198.169998,201.589996,199.263809,66163700
11/6/2018,201.919998,204.720001,201.690002,203.770004,201.418655,31882900
11/7/2018,205.970001,210.059998,204.130005,209.949997,207.527328,33424400
11/8/2018,209.979996,210.119995,206.75,208.490005,206.803253,25362600
11/9/2018,205.550003,206.009995,202.25,204.470001,202.815765,34365800
11/12/2018,199,199.850006,193.789993,194.169998,192.599106,51135500
11/13/2018,191.630005,197.179993,191.449997,192.229996,190.674789,46882900
11/14/2018,193.899994,194.479996,185.929993,186.800003,185.288742,60801000
11/15/2018,188.389999,191.970001,186.899994,191.410004,189.861435,46478800
11/16/2018,190.5,194.970001,189.460007,193.529999,191.964279,36928300
11/19/2018,190,190.699997,184.990005,185.860001,184.356339,41925300
11/20/2018,178.369995,181.470001,175.509995,176.979996,175.548157,67825200
11/21/2018,179.729996,180.270004,176.550003,176.779999,175.349792,31124200
11/23/2018,174.940002,176.600006,172.100006,172.289993,170.896118,23624000
11/26/2018,174.240005,174.949997,170.259995,174.619995,173.20726,44998500
11/27/2018,171.509995,174.770004,170.880005,174.240005,172.830338,41387400
11/28/2018,176.729996,181.289993,174.929993,180.940002,179.476135,46062500
11/29/2018,182.660004,182.800003,177.699997,179.550003,178.097382,41770000
11/30/2018,180.289993,180.330002,177.029999,178.580002,177.135223,39531500
12/3/2018,184.460007,184.940002,181.210007,184.820007,183.324753,40802500
12/4/2018,180.949997,182.389999,176.270004,176.690002,175.260513,41344300
12/6/2018,171.759995,174.779999,170.419998,174.720001,173.306473,43098400
12/7/2018,173.490005,174.490005,168.300003,168.490005,167.126862,42281600
12/10/2018,165,170.089996,163.330002,169.600006,168.22789,62026000
12/11/2018,171.660004,171.789993,167,168.630005,167.265732,47281700
12/12/2018,170.399994,171.919998,169.020004,169.100006,167.731934,35627700
12/13/2018,170.490005,172.570007,169.550003,170.949997,169.566956,31898600
12/14/2018,169,169.080002,165.279999,165.479996,164.14122,40703700
12/17/2018,165.449997,168.350006,162.729996,163.940002,162.613678,44287900
12/18/2018,165.380005,167.529999,164.389999,166.070007,164.72644,33841500
12/19/2018,166,167.449997,159.089996,160.889999,159.588348,49047300
12/20/2018,160.399994,162.110001,155.300003,156.830002,155.561188,64773000
12/21/2018,156.860001,158.160004,149.630005,150.729996,149.510544,95744600
12/24/2018,148.149994,151.550003,146.589996,146.830002,145.64209,37169200
12/26/2018,148.300003,157.229996,146.720001,157.169998,155.898438,58582500
12/27/2018,155.839996,156.770004,150.070007,156.149994,154.886688,53117100
12/28/2018,157.5,158.520004,154.550003,156.229996,154.966034,42291400
12/31/2018,158.529999,159.360001,156.479996,157.740005,156.463837,35003500
1/2/2019,154.889999,158.850006,154.229996,157.919998,156.642365,37039700
1/3/2019,143.979996,145.720001,142,142.190002,141.039642,91312200
1/4/2019,144.529999,148.550003,143.800003,148.259995,147.060516,58607100
1/7/2019,148.699997,148.830002,145.899994,147.929993,146.733185,54777800
1/8/2019,149.559998,151.820007,148.520004,150.75,149.53038,41025300
1/9/2019,151.289993,154.529999,149.630005,153.309998,152.069672,45099100
1/10/2019,152.5,153.970001,150.860001,153.800003,152.55571,35780700
1/11/2019,152.880005,153.699997,151.509995,152.289993,151.057922,27023200
1/14/2019,150.850006,151.270004,149.220001,150,148.786438,32439200
1/15/2019,150.270004,153.389999,150.050003,153.070007,151.831619,28710900
1/16/2019,153.080002,155.880005,153,154.940002,153.686493,30569700
1/17/2019,154.199997,157.660004,153.259995,155.860001,154.599045,29821200
1/18/2019,157.5,157.880005,155.979996,156.820007,155.551285,33751000
1/22/2019,156.410004,156.729996,152.619995,153.300003,152.059753,30394000
1/23/2019,154.149994,155.139999,151.699997,153.919998,152.674728,23130600
1/24/2019,154.110001,154.479996,151.740005,152.699997,151.464615,25441500
1/25/2019,155.479996,158.130005,154.320007,157.759995,156.483673,33535500
1/28/2019,155.789993,156.330002,153.660004,156.300003,155.035492,26192100
1/29/2019,156.25,158.130005,154.110001,154.679993,153.428589,41587200
1/30/2019,163.25,166.149994,160.229996,165.25,163.913071,61109800
1/31/2019,166.110001,169,164.559998,166.440002,165.093445,40739600
2/1/2019,166.960007,168.979996,165.929993,166.520004,165.172806,32668100
2/4/2019,167.410004,171.660004,167.279999,171.25,169.864532,31495500
2/5/2019,172.860001,175.080002,172.350006,174.179993,172.770813,36101600
2/6/2019,174.649994,175.570007,172.850006,174.240005,172.830338,28239600
2/7/2019,172.399994,173.940002,170.339996,170.940002,169.557037,31741700
2/8/2019,168.990005,170.660004,168.419998,170.410004,169.756271,23820000
2/11/2019,171.050003,171.210007,169.25,169.429993,168.780029,20993400
2/12/2019,170.100006,171,169.699997,170.889999,170.234436,22283500
2/13/2019,171.389999,172.479996,169.919998,170.179993,169.527145,22490200
2/14/2019,169.710007,171.259995,169.380005,170.800003,170.144775,21835700
2/15/2019,171.25,171.699997,169.75,170.419998,169.766235,24626800
2/19/2019,169.710007,171.440002,169.490005,170.929993,170.274261,18972800
2/20/2019,171.190002,173.320007,170.990005,172.029999,171.370056,26114400
2/21/2019,171.800003,172.369995,170.300003,171.059998,170.403778,17249700
2/22/2019,171.580002,173,171.380005,172.970001,172.306458,18913200
2/25/2019,174.160004,175.869995,173.949997,174.229996,173.561615,21873400
2/26/2019,173.710007,175.300003,173.169998,174.330002,173.66124,17070200
2/27/2019,173.210007,175,172.729996,174.869995,174.199158,27835400
2/28/2019,174.320007,174.910004,172.919998,173.149994,172.485748,28215400
3/1/2019,174.279999,175.149994,172.889999,174.970001,174.298782,25886200
3/4/2019,175.690002,177.75,173.970001,175.850006,175.175415,27436200
3/5/2019,175.940002,176,174.539993,175.529999,174.856628,19737400
3/6/2019,174.669998,175.490005,173.940002,174.520004,173.85051,20810400
3/7/2019,173.869995,174.440002,172.020004,172.5,171.838257,24796400
3/8/2019,170.320007,173.070007,169.5,172.910004,172.246689,23999400
3/11/2019,175.490005,179.119995,175.350006,178.899994,178.213699,32011000
3/12/2019,180,182.669998,179.369995,180.910004,180.215988,32467600
3/13/2019,182.25,183.300003,180.919998,181.710007,181.012924,31032500
3/14/2019,183.899994,184.100006,182.559998,183.729996,183.025162,23579500
3/15/2019,184.850006,187.330002,183.740005,186.119995,185.406006,39042900
3/18/2019,185.800003,188.389999,185.789993,188.020004,187.298721,26219800
3/19/2019,188.350006,188.990005,185.919998,186.529999,185.814423,31646400
3/20/2019,186.229996,189.490005,184.729996,188.160004,187.438187,31035200
3/21/2019,190.020004,196.330002,189.809998,195.089996,194.341583,51034200
3/22/2019,195.339996,197.690002,190.779999,191.050003,190.317093,42407700
3/25/2019,191.509995,191.979996,186.600006,188.740005,188.015961,43845300
3/26/2019,191.660004,192.880005,184.580002,186.789993,186.073425,49800500
3/27/2019,188.75,189.759995,186.550003,188.470001,187.746994,29848400
3/28/2019,188.949997,189.559998,187.529999,188.720001,187.996033,20780400
3/29/2019,189.830002,190.080002,188.539993,189.949997,189.221313,23564000
4/1/2019,191.639999,191.679993,188.380005,191.240005,190.506363,27862000
4/2/2019,191.089996,194.460007,191.050003,194.020004,193.275696,22765700
4/3/2019,193.25,196.5,193.149994,195.350006,194.600601,23271800
4/4/2019,194.789993,196.369995,193.139999,195.690002,194.939301,19114300
4/5/2019,196.449997,197.100006,195.929993,197,196.244263,18526600
4/8/2019,196.419998,200.229996,196.339996,200.100006,199.332382,25881700
4/9/2019,200.320007,202.850006,199.229996,199.5,198.73468,35768200
4/10/2019,198.679993,200.740005,198.179993,200.619995,199.850372,21695300
4/11/2019,200.850006,201,198.440002,198.949997,198.186783,20900800
4/12/2019,199.199997,200.139999,196.210007,198.869995,198.107086,27760700
4/15/2019,198.580002,199.850006,198.009995,199.229996,198.465714,17536600
4/16/2019,199.460007,201.369995,198.559998,199.25,198.485641,25696400
4/17/2019,199.539993,203.380005,198.610001,203.130005,202.350754,28906800
4/18/2019,203.119995,204.149994,202.520004,203.860001,203.077957,24195800
4/22/2019,202.830002,204.940002,202.339996,204.529999,203.745377,19439500
4/23/2019,204.429993,207.75,203.899994,207.479996,206.684052,23323000
4/24/2019,207.360001,208.479996,207.050003,207.160004,206.365295,17540600
4/25/2019,206.830002,207.759995,205.119995,205.279999,204.492508,18543200
4/26/2019,204.899994,205,202.119995,204.300003,203.516266,18649100
4/29/2019,204.399994,205.970001,203.860001,204.610001,203.825073,22204700
4/30/2019,203.059998,203.399994,199.110001,200.669998,199.900192,46534900
5/1/2019,209.880005,215.309998,209.229996,210.520004,209.712402,64827300
5/2/2019,209.839996,212.649994,208.130005,209.149994,208.347656,31996300
5/3/2019,210.889999,211.839996,210.229996,211.75,210.937683,20892400
5/6/2019,204.289993,208.839996,203.5,208.479996,207.680222,32443100
5/7/2019,205.880005,207.419998,200.830002,202.860001,202.081787,38763700
5/8/2019,201.899994,205.339996,201.75,202.899994,202.121628,26339500
5/9/2019,200.399994,201.679993,196.660004,200.720001,199.949997,34908600
5/10/2019,197.419998,198.850006,192.770004,197.179993,197.179993,41208700
5/13/2019,187.710007,189.479996,182.850006,185.720001,185.720001,57430600
5/14/2019,186.410004,189.699997,185.410004,188.660004,188.660004,36529700
5/15/2019,186.270004,191.75,186.020004,190.919998,190.919998,26544700
5/16/2019,189.910004,192.470001,188.839996,190.080002,190.080002,33031400
5/17/2019,186.929993,190.899994,186.759995,189,189,32879100
5/20/2019,183.520004,184.350006,180.279999,183.089996,183.089996,38612300
5/21/2019,185.220001,188,184.699997,186.600006,186.600006,28364800
5/22/2019,184.660004,185.710007,182.550003,182.779999,182.779999,29748600
5/23/2019,179.800003,180.539993,177.809998,179.660004,179.660004,36529700
5/24/2019,180.199997,182.139999,178.619995,178.970001,178.970001,23714700
5/28/2019,178.919998,180.589996,177.910004,178.229996,178.229996,27948200
5/29/2019,176.419998,179.350006,176,177.380005,177.380005,28481200
5/30/2019,177.949997,179.229996,176.669998,178.300003,178.300003,21218400
5/31/2019,176.229996,177.990005,174.990005,175.070007,175.070007,27043600
6/3/2019,175.600006,177.919998,170.270004,173.300003,173.300003,40396100
6/4/2019,175.440002,179.830002,174.520004,179.639999,179.639999,30968000
6/5/2019,184.279999,184.990005,181.139999,182.539993,182.539993,29773400
6/6/2019,183.080002,185.470001,182.149994,185.220001,185.220001,22526300
6/7/2019,186.509995,191.919998,185.770004,190.149994,190.149994,30684400
6/10/2019,191.809998,195.369995,191.619995,192.580002,192.580002,26220900
6/11/2019,194.860001,196,193.600006,194.809998,194.809998,26932900
6/12/2019,193.949997,195.970001,193.389999,194.190002,194.190002,18253200
6/13/2019,194.699997,196.789993,193.600006,194.149994,194.149994,21674600
6/14/2019,191.550003,193.589996,190.300003,192.740005,192.740005,18761500
6/17/2019,192.899994,194.960007,192.169998,193.889999,193.889999,14669100
6/18/2019,196.050003,200.289993,195.210007,198.449997,198.449997,26551000
6/19/2019,199.679993,199.880005,197.309998,197.869995,197.869995,21124200
6/20/2019,200.369995,200.610001,198.029999,199.460007,199.460007,21514000
6/21/2019,198.800003,200.850006,198.149994,198.779999,198.779999,47800600
6/24/2019,198.539993,200.160004,198.169998,198.580002,198.580002,18220400
6/25/2019,198.429993,199.259995,195.289993,195.570007,195.570007,21070300
6/26/2019,197.770004,200.990005,197.350006,199.800003,199.800003,26067500
6/27/2019,200.289993,201.570007,199.570007,199.740005,199.740005,20899700
6/28/2019,198.679993,199.5,197.050003,197.919998,197.919998,31110600
7/1/2019,203.169998,204.490005,200.649994,201.550003,201.550003,27316700
7/2/2019,201.410004,203.130005,201.360001,202.729996,202.729996,16935200
7/3/2019,203.279999,204.440002,202.690002,204.410004,204.410004,11362000
7/5/2019,203.350006,205.080002,202.899994,204.229996,204.229996,17265500
7/8/2019,200.809998,201.399994,198.410004,200.020004,200.020004,25338600
7/9/2019,199.199997,201.509995,198.809998,201.240005,201.240005,20578000
7/10/2019,201.850006,203.729996,201.559998,203.229996,203.229996,17897100
7/11/2019,203.309998,204.389999,201.710007,201.75,201.75,20191800
7/12/2019,202.449997,204,202.199997,203.300003,203.300003,17595200
7/15/2019,204.089996,205.869995,204,205.210007,205.210007,16947400
7/16/2019,204.589996,206.110001,203.5,204.5,204.5,16866800
7/17/2019,204.050003,205.089996,203.270004,203.350006,203.350006,14088300
